CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),cluster,segment,dbscan_cluster
37974,Female,48,68721,44,2,Low Income - High Spending,0
5894,Female,32,62995,47,0,Low Income - Low Spending,0
18772,Female,23,72378,53,0,Low Income - Low Spending,0
43629,Male,32,44127,96,1,High Income - High Spending,0
34592,Female,45,264839,89,3,High Income - Low Spending,0
48605,Female,29,53071,59,0,Low Income - Low Spending,0
43612,Female,38,65559,59,2,Low Income - High Spending,0
9140,Male,21,87517,40,0,Low Income - Low Spending,0
7058,Male,24,130552,89,1,High Income - High Spending,0
21770,Female,32,165072,31,4,Average Customers,0
28513,Male,23,78871,49,0,Low Income - Low Spending,0
30853,Male,31,44882,8,0,Low Income - Low Spending,0
6531,Female,41,62022,52,2,Low Income - High Spending,0
43731,Male,32,60602,50,0,Low Income - Low Spending,0
8034,Male,28,80513,59,0,Low Income - Low Spending,0
7019,Male,49,34340,7,2,Low Income - High Spending,0
243,Male,49,78500,47,2,Low Income - High Spending,0
1340,Male,24,175340,77,3,High Income - Low Spending,0
29001,Female,33,31357,27,0,Low Income - Low Spending,0
35090,Male,36,115944,5,4,Average Customers,0
7909,Male,53,73322,52,2,Low Income - High Spending,0
23358,Male,48,78067,47,2,Low Income - High Spending,0
41546,Male,44,26710,60,2,Low Income - High Spending,0
9755,Female,41,121652,94,1,High Income - High Spending,0
34838,Male,40,85740,49,2,Low Income - High Spending,0
35241,Male,44,79752,49,2,Low Income - High Spending,0
40977,Male,22,60770,47,0,Low Income - Low Spending,0
2924,Female,45,161867,6,4,Average Customers,0
38166,Male,63,72597,47,2,Low Income - High Spending,0
23462,Female,34,213756,87,3,High Income - Low Spending,0
36321,Male,38,72339,51,2,Low Income - High Spending,0
36371,Male,23,49031,53,0,Low Income - Low Spending,0
34199,Male,48,39286,93,1,High Income - High Spending,0
17694,Male,43,128033,13,4,Average Customers,0
46252,Female,47,19710,19,2,Low Income - High Spending,0
13186,Female,37,22758,92,1,High Income - High Spending,0
14035,Male,43,24719,69,1,High Income - High Spending,0
9936,Male,45,66726,44,2,Low Income - High Spending,0
33817,Female,42,79366,43,2,Low Income - High Spending,0
43067,Female,20,58446,55,0,Low Income - Low Spending,0
43582,Female,22,85748,45,0,Low Income - Low Spending,0
48427,Male,42,29206,69,1,High Income - High Spending,0
1174,Female,18,49843,8,0,Low Income - Low Spending,0
28611,Female,35,84460,41,0,Low Income - Low Spending,0
15732,Male,41,81264,45,2,Low Income - High Spending,0
21221,Female,18,114570,29,0,Low Income - Low Spending,0
31942,Male,29,67946,43,0,Low Income - Low Spending,0
19396,Female,22,45816,9,0,Low Income - Low Spending,0
26079,Female,23,221601,74,3,High Income - Low Spending,0
22811,Female,39,65741,57,2,Low Income - High Spending,0
15447,Male,28,77293,44,0,Low Income - Low Spending,0
13112,Female,20,66220,43,0,Low Income - Low Spending,0
7430,Female,41,79934,58,2,Low Income - High Spending,0
46024,Female,27,81576,52,0,Low Income - Low Spending,0
26903,Male,49,104250,80,2,Low Income - High Spending,0
45681,Female,45,220328,82,3,High Income - Low Spending,0
48695,Female,39,36604,83,1,High Income - High Spending,0
25799,Male,18,236141,81,3,High Income - Low Spending,0
40355,Male,52,239968,82,3,High Income - Low Spending,0
8606,Male,19,52178,70,0,Low Income - Low Spending,0
452,Male,28,36187,88,1,High Income - High Spending,0
33497,Female,23,162050,22,4,Average Customers,0
46553,Female,27,25339,35,0,Low Income - Low Spending,0
38783,Female,51,89658,59,2,Low Income - High Spending,0
7009,Male,47,55201,58,2,Low Income - High Spending,0
44343,Female,20,118754,5,4,Average Customers,0
1069,Female,29,71591,41,0,Low Income - Low Spending,0
49118,Male,21,91883,41,0,Low Income - Low Spending,0
9917,Male,38,55475,46,2,Low Income - High Spending,0
20102,Female,18,82746,53,0,Low Income - Low Spending,0
3584,Male,35,173183,27,4,Average Customers,0
19510,Male,20,127282,24,4,Average Customers,0
13943,Male,34,108067,6,4,Average Customers,0
41515,Female,32,71341,45,0,Low Income - Low Spending,0
20685,Male,37,67551,56,2,Low Income - High Spending,0
25338,Male,41,32392,89,1,High Income - High Spending,0
22410,Female,42,107422,9,4,Average Customers,0
1703,Female,22,166273,86,3,High Income - Low Spending,0
28164,Male,25,47246,9,0,Low Income - Low Spending,0
10072,Female,42,53064,49,2,Low Income - High Spending,0
46962,Male,19,41310,32,0,Low Income - Low Spending,0
44806,Female,35,94836,45,0,Low Income - Low Spending,0
23910,Female,38,161327,5,4,Average Customers,0
28232,Female,31,101634,31,4,Average Customers,0
21787,Male,43,15744,84,1,High Income - High Spending,0
46402,Female,18,71996,52,0,Low Income - Low Spending,0
12661,Female,18,117679,80,1,High Income - High Spending,0
36596,Female,29,67015,56,0,Low Income - Low Spending,0
25498,Male,48,176510,86,3,High Income - Low Spending,0
30610,Male,33,15000,37,0,Low Income - Low Spending,0
28700,Male,19,31851,65,0,Low Income - Low Spending,0
10742,Female,33,87402,57,0,Low Income - Low Spending,0
14206,Female,27,68405,58,0,Low Income - Low Spending,0
40176,Female,43,35219,63,2,Low Income - High Spending,0
47008,Male,28,47054,67,1,High Income - High Spending,0
1041,Female,30,34218,63,1,High Income - High Spending,0
237,Male,41,281372,75,3,High Income - Low Spending,0
42202,Female,20,40630,7,0,Low Income - Low Spending,0
21805,Female,50,154288,23,4,Average Customers,0
11478,Male,57,33582,72,2,Low Income - High Spending,0
47754,Female,31,39789,38,0,Low Income - Low Spending,0
5497,Female,43,76974,52,2,Low Income - High Spending,0
41743,Male,46,34726,26,2,Low Income - High Spending,0
18282,Male,38,236286,78,3,High Income - Low Spending,0
26936,Male,18,127127,91,1,High Income - High Spending,0
25373,Male,31,45308,26,0,Low Income - Low Spending,0
14018,Male,34,33317,96,1,High Income - High Spending,0
8082,Female,24,19734,31,0,Low Income - Low Spending,0
40815,Male,42,75001,44,2,Low Income - High Spending,0
14906,Male,23,101414,48,0,Low Income - Low Spending,0
47656,Female,23,145657,12,4,Average Customers,0
29896,Female,43,61607,43,2,Low Income - High Spending,0
28597,Female,31,44625,24,0,Low Income - Low Spending,0
46157,Male,47,29360,77,1,High Income - High Spending,0
10426,Male,24,66394,47,0,Low Income - Low Spending,0
15077,Male,22,40204,67,0,Low Income - Low Spending,0
27827,Male,34,41348,32,0,Low Income - Low Spending,0
20724,Female,36,28356,5,0,Low Income - Low Spending,0
10246,Female,38,80964,40,2,Low Income - High Spending,0
45954,Female,36,140812,9,4,Average Customers,0
18048,Female,35,61413,49,0,Low Income - Low Spending,0
36586,Male,46,56268,50,2,Low Income - High Spending,0
10997,Male,23,34419,64,0,Low Income - Low Spending,0
17101,Female,18,35133,90,1,High Income - High Spending,0
39260,Male,43,63307,51,2,Low Income - High Spending,0
25771,Male,36,88003,58,0,Low Income - Low Spending,0
5711,Male,33,48871,11,0,Low Income - Low Spending,0
34560,Female,37,42704,21,2,Low Income - High Spending,0
1033,Female,26,52284,49,0,Low Income - Low Spending,0
6943,Male,40,25853,70,1,High Income - High Spending,0
32944,Female,60,41831,35,2,Low Income - High Spending,0
29971,Male,55,137149,87,3,High Income - Low Spending,0
21587,Female,21,135776,27,4,Average Customers,0
5774,Female,23,15557,18,0,Low Income - Low Spending,0
35025,Male,31,27203,92,1,High Income - High Spending,0
11223,Male,66,28591,73,2,Low Income - High Spending,0
25374,Female,21,48625,48,0,Low Income - Low Spending,0
17212,Male,25,32177,33,0,Low Income - Low Spending,0
46703,Female,42,62420,54,2,Low Income - High Spending,0
34263,Male,59,30081,68,2,Low Income - High Spending,0
45626,Female,23,85924,48,0,Low Income - Low Spending,0
26958,Male,22,45438,78,1,High Income - High Spending,0
20291,Male,34,34261,68,1,High Income - High Spending,0
15130,Female,34,67359,57,0,Low Income - Low Spending,0
43142,Male,28,62028,51,0,Low Income - Low Spending,0
45506,Female,37,80450,45,2,Low Income - High Spending,0
35687,Male,52,133722,18,2,Low Income - High Spending,0
49596,Male,18,225535,82,3,High Income - Low Spending,0
32092,Female,41,60858,49,2,Low Income - High Spending,0
38701,Female,38,296494,72,3,High Income - Low Spending,0
14171,Male,34,46186,9,0,Low Income - Low Spending,0
9317,Male,46,57174,43,2,Low Income - High Spending,0
28296,Female,31,178290,7,4,Average Customers,0
40270,Female,37,60335,58,1,High Income - High Spending,0
12154,Female,51,73802,45,2,Low Income - High Spending,0
44186,Male,32,122349,9,4,Average Customers,0
7420,Female,31,33737,14,0,Low Income - Low Spending,0
48590,Female,47,71601,44,2,Low Income - High Spending,0
1868,Female,35,49485,28,0,Low Income - Low Spending,0
47549,Female,73,130602,16,2,Low Income - High Spending,0
27759,Male,35,295933,91,3,High Income - Low Spending,0
38636,Male,22,54216,51,0,Low Income - Low Spending,0
25595,Female,30,56168,44,0,Low Income - Low Spending,0
19395,Male,34,27567,82,1,High Income - High Spending,0
47221,Female,31,94565,95,1,High Income - High Spending,0
46452,Female,21,51745,40,0,Low Income - Low Spending,0
18219,Female,43,72503,52,2,Low Income - High Spending,0
28257,Female,34,52661,46,0,Low Income - Low Spending,0
29631,Female,44,18095,35,2,Low Income - High Spending,0
30844,Female,37,64525,53,2,Low Income - High Spending,0
44515,Female,42,45143,32,2,Low Income - High Spending,0
32643,Female,40,33845,30,2,Low Income - High Spending,0
11070,Male,35,55029,45,0,Low Income - Low Spending,0
41129,Female,46,20711,7,2,Low Income - High Spending,0
8167,Female,41,96394,6,4,Average Customers,0
40999,Male,29,142182,84,3,High Income - Low Spending,0
11572,Male,35,75959,47,0,Low Income - Low Spending,0
35063,Female,40,94574,72,1,High Income - High Spending,0
6456,Female,18,65641,52,0,Low Income - Low Spending,0
29098,Male,43,47280,7,2,Low Income - High Spending,0
12996,Female,36,240324,93,3,High Income - Low Spending,0
3937,Male,26,72118,50,0,Low Income - Low Spending,0
30276,Female,35,157217,6,4,Average Customers,0
35767,Female,23,29838,60,0,Low Income - Low Spending,0
4049,Male,18,96711,58,0,Low Income - Low Spending,0
9837,Female,40,173234,31,4,Average Customers,0
672,Male,31,49279,41,0,Low Income - Low Spending,0
5445,Female,52,125160,96,1,High Income - High Spending,0
42048,Female,33,111237,22,4,Average Customers,0
14748,Female,35,84176,41,0,Low Income - Low Spending,0
35366,Male,26,60878,50,0,Low Income - Low Spending,0
28135,Female,30,73498,42,0,Low Income - Low Spending,0
34407,Male,68,85493,40,2,Low Income - High Spending,0
31945,Male,26,205351,76,3,High Income - Low Spending,0
21421,Female,38,58020,56,2,Low Income - High Spending,0
27764,Male,37,130720,9,4,Average Customers,0
39628,Female,29,28062,60,0,Low Income - Low Spending,0
31845,Male,35,75394,40,0,Low Income - Low Spending,0
33451,Female,32,204450,70,3,High Income - Low Spending,0
14493,Female,35,163573,19,4,Average Customers,0
39571,Male,32,47711,50,0,Low Income - Low Spending,0
44105,Male,18,62309,43,0,Low Income - Low Spending,0
48196,Male,48,75851,47,2,Low Income - High Spending,0
40548,Male,22,55166,49,0,Low Income - Low Spending,0
3703,Male,25,66839,52,0,Low Income - Low Spending,0
25034,Male,30,33503,65,1,High Income - High Spending,0
4720,Male,42,72418,42,2,Low Income - High Spending,0
49111,Female,46,85805,41,2,Low Income - High Spending,0
23844,Female,37,87812,53,2,Low Income - High Spending,0
22691,Female,25,77625,54,0,Low Income - Low Spending,0
23450,Female,38,51411,44,2,Low Income - High Spending,0
32922,Female,39,129669,19,4,Average Customers,0
5307,Male,42,24568,70,1,High Income - High Spending,0
8698,Female,44,73569,56,2,Low Income - High Spending,0
6068,Male,38,55801,59,2,Low Income - High Spending,0
25804,Male,27,50627,40,0,Low Income - Low Spending,0
15893,Male,26,55952,49,0,Low Income - Low Spending,0
14823,Female,40,53806,29,2,Low Income - High Spending,0
49252,Female,52,228920,90,3,High Income - Low Spending,0
44810,Female,45,93618,90,1,High Income - High Spending,0
22033,Male,19,56336,43,0,Low Income - Low Spending,0
21809,Male,33,47371,64,1,High Income - High Spending,0
9788,Female,48,113633,87,1,High Income - High Spending,0
2767,Male,25,303688,74,3,High Income - Low Spending,0
48032,Male,47,170116,97,3,High Income - Low Spending,0
46985,Male,31,88045,55,0,Low Income - Low Spending,0
13052,Female,39,84452,53,2,Low Income - High Spending,0
32626,Female,56,84629,42,2,Low Income - High Spending,0
26238,Female,42,35266,9,2,Low Income - High Spending,0
37722,Female,30,178664,31,4,Average Customers,0
44245,Female,44,69605,43,2,Low Income - High Spending,0
33609,Male,36,79656,54,0,Low Income - Low Spending,0
41574,Female,33,31961,14,0,Low Income - Low Spending,0
31228,Female,57,27565,61,2,Low Income - High Spending,0
19930,Male,19,92510,18,0,Low Income - Low Spending,0
21235,Male,39,79601,48,2,Low Income - High Spending,0
17234,Male,41,79302,54,2,Low Income - High Spending,0
44456,Male,33,113359,12,4,Average Customers,0
24121,Male,18,54104,11,0,Low Income - Low Spending,0
49394,Female,39,36991,7,2,Low Income - High Spending,0
40589,Female,21,32799,82,1,High Income - High Spending,0
18742,Female,32,78575,41,0,Low Income - Low Spending,0
27359,Male,49,114746,74,2,Low Income - High Spending,0
24779,Male,40,108723,95,1,High Income - High Spending,0
3917,Male,31,57786,46,0,Low Income - Low Spending,0
12474,Male,26,73397,43,0,Low Income - Low Spending,0
34282,Male,43,201754,71,3,High Income - Low Spending,0
37655,Male,18,71421,40,0,Low Income - Low Spending,0
45526,Female,32,96587,75,1,High Income - High Spending,0
25163,Female,43,150940,5,4,Average Customers,0
31812,Female,49,73348,58,2,Low Income - High Spending,0
17300,Female,37,77839,46,2,Low Income - High Spending,0
14323,Male,41,51270,81,1,High Income - High Spending,0
16302,Male,40,56897,49,2,Low Income - High Spending,0
43538,Male,26,57643,41,0,Low Income - Low Spending,0
10169,Female,62,87247,48,2,Low Income - High Spending,0
25366,Female,18,42341,81,1,High Income - High Spending,0
29812,Male,38,87614,47,2,Low Income - High Spending,0
6146,Female,70,82483,41,2,Low Income - High Spending,0
45515,Female,44,88942,45,2,Low Income - High Spending,0
43032,Female,35,110344,31,4,Average Customers,0
26352,Male,24,173990,29,4,Average Customers,0
44106,Male,57,75574,54,2,Low Income - High Spending,0
33185,Female,32,20840,26,0,Low Income - Low Spending,0
7968,Male,18,50845,42,0,Low Income - Low Spending,0
5798,Female,50,161605,20,4,Average Customers,0
9297,Female,35,47934,49,0,Low Income - Low Spending,0
29281,Male,59,50150,50,2,Low Income - High Spending,0
4016,Male,28,25955,37,0,Low Income - Low Spending,0
23258,Male,36,167642,13,4,Average Customers,0
33327,Male,48,39014,94,1,High Income - High Spending,0
908,Female,36,35015,87,1,High Income - High Spending,0
12864,Male,26,113190,14,4,Average Customers,0
5446,Male,34,142951,26,4,Average Customers,0
2407,Male,54,110470,15,2,Low Income - High Spending,0
7043,Male,31,69730,40,0,Low Income - Low Spending,0
21855,Male,41,183507,73,3,High Income - Low Spending,0
13433,Female,33,37066,72,1,High Income - High Spending,0
17536,Female,43,63807,52,2,Low Income - High Spending,0
12189,Male,38,46914,17,2,Low Income - High Spending,0
18589,Female,31,77533,55,0,Low Income - Low Spending,0
443,Female,38,179912,32,4,Average Customers,0
30576,Male,40,44302,26,2,Low Income - High Spending,0
28426,Female,23,61810,44,0,Low Income - Low Spending,0
46745,Male,43,78723,45,2,Low Income - High Spending,0
46821,Male,38,66511,52,2,Low Income - High Spending,0
46245,Female,47,39706,88,1,High Income - High Spending,0
42836,Female,44,20458,7,2,Low Income - High Spending,0
30907,Male,50,98845,9,2,Low Income - High Spending,0
19331,Male,36,126485,14,4,Average Customers,0
40686,Female,38,74221,40,2,Low Income - High Spending,0
15317,Female,46,81616,44,2,Low Income - High Spending,0
49003,Male,30,54066,32,0,Low Income - Low Spending,0
49087,Male,47,26894,36,2,Low Income - High Spending,0
10360,Male,35,37697,29,0,Low Income - Low Spending,0
12824,Male,43,78896,40,2,Low Income - High Spending,0
28586,Female,36,23595,64,1,High Income - High Spending,0
18894,Male,30,94490,50,0,Low Income - Low Spending,0
22077,Male,50,79283,57,2,Low Income - High Spending,0
49046,Female,50,58109,41,2,Low Income - High Spending,0
37965,Female,23,73019,53,0,Low Income - Low Spending,0
16863,Female,32,105023,9,4,Average Customers,0
32603,Male,38,93733,48,2,Low Income - High Spending,0
12804,Male,40,51549,56,2,Low Income - High Spending,0
33707,Female,34,71839,52,0,Low Income - Low Spending,0
40113,Female,38,91330,58,2,Low Income - High Spending,0
6473,Female,36,69179,41,0,Low Income - Low Spending,0
27095,Female,30,97704,77,1,High Income - High Spending,0
19601,Male,58,86159,50,2,Low Income - High Spending,0
19109,Male,40,66428,44,2,Low Income - High Spending,0
21970,Female,18,37835,19,0,Low Income - Low Spending,0
8823,Male,36,63862,40,0,Low Income - Low Spending,0
36781,Male,30,209459,77,3,High Income - Low Spending,0
43987,Male,44,40866,69,1,High Income - High Spending,0
21514,Female,24,38430,77,1,High Income - High Spending,0
34850,Male,38,31490,36,2,Low Income - High Spending,0
14542,Male,28,41173,89,1,High Income - High Spending,0
1081,Female,54,33680,75,2,Low Income - High Spending,0
37286,Female,38,147549,22,4,Average Customers,0
19796,Male,43,157638,13,4,Average Customers,0
37376,Female,18,22574,28,0,Low Income - Low Spending,0
44985,Male,19,53073,45,0,Low Income - Low Spending,0
10207,Male,26,74625,47,0,Low Income - Low Spending,0
27135,Male,59,43243,9,2,Low Income - High Spending,0
39230,Male,35,17747,14,0,Low Income - Low Spending,0
17436,Male,37,89615,48,2,Low Income - High Spending,0
1971,Female,50,77696,52,2,Low Income - High Spending,0
40324,Female,29,138964,22,4,Average Customers,0
33559,Male,54,85716,43,2,Low Income - High Spending,0
48800,Female,18,57312,46,0,Low Income - Low Spending,0
36097,Male,39,33090,77,1,High Income - High Spending,0
42478,Male,48,79997,50,2,Low Income - High Spending,0
43688,Female,31,164867,84,3,High Income - Low Spending,0
44134,Female,21,22828,67,0,Low Income - Low Spending,0
6941,Male,34,158796,14,4,Average Customers,0
3846,Male,37,17258,27,2,Low Income - High Spending,0
15056,Female,59,73888,48,2,Low Income - High Spending,0
43842,Female,31,15707,29,0,Low Income - Low Spending,0
10531,Female,32,111533,96,1,High Income - High Spending,0
13856,Female,36,33910,5,4,Average Customers,0
6944,Female,24,92456,29,0,Low Income - Low Spending,0
30467,Female,18,25595,76,1,High Income - High Spending,0
7026,Male,39,15604,64,1,High Income - High Spending,0
37392,Female,19,35517,71,1,High Income - High Spending,0
40074,Male,50,82077,40,2,Low Income - High Spending,0
38613,Female,18,36653,76,1,High Income - High Spending,0
31190,Female,31,204628,92,3,High Income - Low Spending,0
41106,Male,33,102605,28,4,Average Customers,0
29371,Female,38,51853,41,2,Low Income - High Spending,0
21233,Male,42,15000,74,1,High Income - High Spending,0
20030,Female,26,71660,54,0,Low Income - Low Spending,0
2703,Male,42,51823,41,2,Low Income - High Spending,0
35370,Female,18,79238,57,0,Low Income - Low Spending,0
3572,Male,39,155792,79,3,High Income - Low Spending,0
42319,Male,41,171065,9,4,Average Customers,0
49985,Male,19,157931,12,4,Average Customers,0
45001,Male,35,51444,54,0,Low Income - Low Spending,0
16770,Female,26,26585,93,1,High Income - High Spending,0
45213,Female,31,73783,58,0,Low Income - Low Spending,0
7704,Female,32,68906,58,0,Low Income - Low Spending,0
11971,Male,31,140072,28,4,Average Customers,0
30955,Male,48,93840,74,2,Low Income - High Spending,0
42459,Female,18,38533,86,1,High Income - High Spending,0
3366,Male,20,38849,84,1,High Income - High Spending,0
23794,Male,18,159147,17,4,Average Customers,0
8687,Male,35,49749,33,0,Low Income - Low Spending,0
41884,Female,44,21699,77,1,High Income - High Spending,0
12316,Female,32,33076,77,1,High Income - High Spending,0
46051,Male,29,24318,68,1,High Income - High Spending,0
32647,Female,39,82611,43,2,Low Income - High Spending,0
31746,Male,53,139977,22,2,Low Income - High Spending,0
38257,Female,29,90591,31,0,Low Income - Low Spending,0
5695,Male,40,44353,18,2,Low Income - High Spending,0
35885,Female,37,80368,44,2,Low Income - High Spending,0
29184,Male,34,75142,40,0,Low Income - Low Spending,0
1209,Female,35,260086,80,3,High Income - Low Spending,0
17238,Male,18,126019,21,4,Average Customers,0
4928,Male,51,174315,75,3,High Income - Low Spending,0
47650,Female,47,263449,82,3,High Income - Low Spending,0
31004,Male,28,56698,43,0,Low Income - Low Spending,0
3010,Female,37,42180,30,2,Low Income - High Spending,0
3793,Female,39,71277,41,2,Low Income - High Spending,0
3722,Female,19,112578,8,4,Average Customers,0
49430,Male,46,33513,27,2,Low Income - High Spending,0
8158,Male,37,283879,95,3,High Income - Low Spending,0
42564,Male,34,74926,43,0,Low Income - Low Spending,0
48438,Male,20,126870,9,4,Average Customers,0
33673,Female,40,29084,7,2,Low Income - High Spending,0
42107,Female,34,164615,30,4,Average Customers,0
41371,Male,20,151569,27,4,Average Customers,0
12267,Male,22,58440,56,0,Low Income - Low Spending,0
6541,Male,30,283373,84,3,High Income - Low Spending,0
47433,Female,40,246253,71,3,High Income - Low Spending,0
35414,Female,18,123456,15,4,Average Customers,0
11460,Male,21,294814,79,3,High Income - Low Spending,0
35879,Female,36,16147,19,0,Low Income - Low Spending,0
48853,Female,22,85756,56,0,Low Income - Low Spending,0
22834,Female,21,93775,72,1,High Income - High Spending,0
11443,Male,30,98790,8,4,Average Customers,0
23515,Female,36,79828,45,0,Low Income - Low Spending,0
4331,Female,50,290360,78,3,High Income - Low Spending,0
11940,Female,26,18257,13,0,Low Income - Low Spending,0
42060,Female,37,34106,31,2,Low Income - High Spending,0
18267,Male,34,271408,94,3,High Income - Low Spending,0
42189,Female,40,23119,76,1,High Income - High Spending,0
5871,Female,67,73180,57,2,Low Income - High Spending,0
8617,Male,18,56574,56,0,Low Income - Low Spending,0
48243,Male,57,27409,83,2,Low Income - High Spending,0
37200,Female,18,89207,57,0,Low Income - Low Spending,0
17190,Female,47,57189,52,2,Low Income - High Spending,0
7999,Female,40,45084,43,2,Low Income - High Spending,0
13220,Female,28,71400,41,0,Low Income - Low Spending,0
4242,Female,31,81527,48,0,Low Income - Low Spending,0
14780,Female,33,142664,27,4,Average Customers,0
7208,Female,42,137578,97,3,High Income - Low Spending,0
45663,Male,46,279386,97,3,High Income - Low Spending,0
26145,Male,42,70319,48,2,Low Income - High Spending,0
49486,Female,52,63086,44,2,Low Income - High Spending,0
37622,Male,42,43907,52,2,Low Income - High Spending,0
43721,Female,31,80782,56,0,Low Income - Low Spending,0
23759,Female,18,62281,51,0,Low Income - Low Spending,0
17753,Female,33,31132,61,1,High Income - High Spending,0
2562,Male,29,99609,5,4,Average Customers,0
4034,Male,39,144651,7,4,Average Customers,0
1989,Female,18,49723,50,0,Low Income - Low Spending,0
34500,Female,26,22332,8,0,Low Income - Low Spending,0
23261,Male,45,146968,8,4,Average Customers,0
4971,Male,22,91497,52,0,Low Income - Low Spending,0
19966,Male,53,196560,83,3,High Income - Low Spending,0
30945,Male,29,99354,15,4,Average Customers,0
47820,Male,18,79290,41,0,Low Income - Low Spending,0
21060,Male,27,44165,37,0,Low Income - Low Spending,0
44418,Male,39,58511,58,2,Low Income - High Spending,0
49350,Male,35,112917,86,1,High Income - High Spending,0
15031,Male,44,179747,82,3,High Income - Low Spending,0
11639,Male,25,98474,74,1,High Income - High Spending,0
30157,Male,31,30617,32,0,Low Income - Low Spending,0
46305,Male,21,41950,90,1,High Income - High Spending,0
45421,Male,40,47454,76,1,High Income - High Spending,0
48205,Female,44,151593,71,3,High Income - Low Spending,0
1838,Male,44,38520,8,2,Low Income - High Spending,0
38364,Female,49,92837,54,2,Low Income - High Spending,0
38750,Male,18,78879,48,0,Low Income - Low Spending,0
11573,Female,51,65777,47,2,Low Income - High Spending,0
8642,Male,42,63465,52,2,Low Income - High Spending,0
23477,Male,33,151785,28,4,Average Customers,0
3218,Male,44,72054,41,2,Low Income - High Spending,0
13045,Male,23,36722,10,0,Low Income - Low Spending,0
26205,Male,36,69506,49,0,Low Income - Low Spending,0
37338,Male,18,34725,5,0,Low Income - Low Spending,0
13747,Male,37,251391,75,3,High Income - Low Spending,0
25713,Female,39,176826,6,4,Average Customers,0
45946,Female,39,238663,79,3,High Income - Low Spending,0
1275,Female,33,124971,33,4,Average Customers,0
45983,Female,51,82771,44,2,Low Income - High Spending,0
40395,Male,34,225480,84,3,High Income - Low Spending,0
15954,Female,38,64609,50,2,Low Income - High Spending,0
20632,Male,37,53161,53,2,Low Income - High Spending,0
40102,Female,28,167392,98,3,High Income - Low Spending,0
12595,Female,18,70860,47,0,Low Income - Low Spending,0
42287,Female,28,36235,95,1,High Income - High Spending,0
26423,Female,34,26666,95,1,High Income - High Spending,0
49979,Male,35,44007,61,1,High Income - High Spending,0
2624,Male,34,78612,53,0,Low Income - Low Spending,0
8424,Female,24,97245,46,0,Low Income - Low Spending,0
38207,Male,39,238150,76,3,High Income - Low Spending,0
28763,Female,48,89379,26,2,Low Income - High Spending,0
22333,Female,35,29907,20,0,Low Income - Low Spending,0
17727,Male,25,47265,90,1,High Income - High Spending,0
35354,Female,44,68847,44,2,Low Income - High Spending,0
43238,Male,38,98464,24,4,Average Customers,0
29203,Male,27,92007,53,0,Low Income - Low Spending,0
13892,Male,22,285835,76,3,High Income - Low Spending,0
14652,Male,65,138733,20,2,Low Income - High Spending,0
21156,Male,38,73405,43,2,Low Income - High Spending,0
14501,Female,31,37640,28,0,Low Income - Low Spending,0
40553,Female,42,51343,36,2,Low Income - High Spending,0
49557,Male,25,30416,73,1,High Income - High Spending,0
17541,Female,40,88270,20,4,Average Customers,0
41872,Male,37,78554,58,2,Low Income - High Spending,0
5127,Male,18,32781,9,0,Low Income - Low Spending,0
23104,Female,39,78943,47,2,Low Income - High Spending,0
37883,Female,33,57806,47,0,Low Income - Low Spending,0
6736,Male,37,56312,44,2,Low Income - High Spending,0
48207,Male,18,52942,61,0,Low Income - Low Spending,0
33794,Male,49,36358,71,2,Low Income - High Spending,0
8119,Male,20,86391,48,0,Low Income - Low Spending,0
43942,Female,27,65282,55,0,Low Income - Low Spending,0
25339,Female,27,82083,57,0,Low Income - Low Spending,0
32956,Female,18,38501,65,0,Low Income - Low Spending,0
2920,Male,39,45355,36,2,Low Income - High Spending,0
23645,Male,44,42273,45,2,Low Income - High Spending,0
1473,Female,27,71141,47,0,Low Income - Low Spending,0
29730,Female,27,85537,41,0,Low Income - Low Spending,0
7640,Female,31,133659,8,4,Average Customers,0
31954,Female,45,15000,70,1,High Income - High Spending,0
18007,Female,38,168161,11,4,Average Customers,0
24518,Female,33,105695,16,4,Average Customers,0
1705,Female,18,91281,48,0,Low Income - Low Spending,0
19039,Male,57,252886,78,3,High Income - Low Spending,0
10408,Male,32,161313,80,3,High Income - Low Spending,0
17454,Female,18,178982,5,4,Average Customers,0
19947,Female,38,47127,30,2,Low Income - High Spending,0
1034,Male,46,187216,10,4,Average Customers,0
36507,Female,24,273265,97,3,High Income - Low Spending,0
24774,Female,22,173731,9,4,Average Customers,0
24257,Female,48,92904,13,2,Low Income - High Spending,0
20185,Male,48,118428,97,1,High Income - High Spending,0
4661,Female,18,73959,44,0,Low Income - Low Spending,0
49750,Male,38,49976,59,1,High Income - High Spending,0
9021,Female,30,119888,27,4,Average Customers,0
27889,Female,20,23948,82,1,High Income - High Spending,0
40859,Male,18,73700,59,0,Low Income - Low Spending,0
43576,Female,18,86293,50,0,Low Income - Low Spending,0
4620,Female,41,32950,35,2,Low Income - High Spending,0
12107,Male,20,103284,5,4,Average Customers,0
8311,Male,43,95336,59,2,Low Income - High Spending,0
38194,Male,18,53068,40,0,Low Income - Low Spending,0
47964,Male,26,51800,56,0,Low Income - Low Spending,0
12414,Female,36,78167,55,0,Low Income - Low Spending,0
45089,Female,23,53000,47,0,Low Income - Low Spending,0
27380,Female,44,91387,55,2,Low Income - High Spending,0
8856,Male,32,15000,71,1,High Income - High Spending,0
18263,Female,18,128031,17,4,Average Customers,0
