CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100)
44623,Female,45,155081,28
38786,Female,45,49314,35
15567,Male,36,48674,78
26325,Female,27,221332,86
44856,Female,38,35449,91
43339,Female,31,63716,57
11179,Male,34,171201,16
14054,Male,50,84916,53
7274,Female,29,214840,80
44728,Female,34,135995,32
49920,Female,56,87012,43
6807,Female,24,298231,73
16540,Male,26,235347,85
6076,Male,34,173123,11
27745,Female,47,301940,88
46054,Female,44,51427,87
19334,Male,27,47709,57
42433,Female,36,83753,48
29861,Male,35,90439,54
47887,Male,48,41855,69
13063,Male,46,151068,87
7489,Female,32,176290,18
9891,Female,39,24058,14
17257,Female,49,56257,51
38862,Female,22,167475,81
27413,Female,30,144220,26
18846,Male,27,184447,22
44945,Female,32,55763,43
18371,Male,30,174973,21
8989,Male,20,156422,30
7667,Female,19,46260,73
12140,Male,36,39256,93
48006,Male,19,70210,42
25960,Female,47,35378,36
26646,Male,29,123856,13
31602,Female,24,91688,51
29573,Male,28,76387,56
48404,Female,23,68552,56
11734,Female,18,23461,24
42475,Female,51,41139,32
23962,Female,44,175540,7
35586,Male,45,99979,7
18584,Female,18,66284,59
14139,Female,40,21104,76
7301,Male,34,64069,44
8483,Female,30,20242,62
8201,Male,29,29934,31
41910,Male,27,59486,46
45869,Male,31,49407,55
33807,Male,26,47705,37
24845,Female,21,59964,58
21701,Male,37,88501,46
35052,Female,44,62384,41
16309,Male,41,95601,50
30993,Female,35,49832,96
26251,Female,34,145740,14
23730,Male,53,123769,20
24235,Female,34,35908,32
198,Male,30,105670,25
10080,Male,45,64565,42
24644,Female,36,42749,18
18764,Female,31,50390,43
28271,Male,36,51537,49
29715,Male,27,108115,9
37822,Male,38,21859,29
6942,Male,21,92106,8
43528,Male,28,27777,11
3833,Male,39,70377,47
44101,Male,37,53177,41
13564,Female,33,244873,83
10757,Male,30,44133,76
36449,Male,23,37531,35
18460,Female,47,255621,82
41363,Male,42,177719,13
19768,Male,30,79896,44
152,Female,18,208845,89
36108,Male,32,38687,62
38043,Female,47,25495,65
41793,Male,50,40036,10
28758,Female,18,51866,95
2436,Male,54,45913,90
16678,Female,56,73990,47
48498,Female,42,74510,55
48364,Male,28,83838,51
5502,Female,43,219810,83
43743,Female,39,146071,24
24981,Female,34,48813,52
15741,Male,39,49606,46
32247,Male,27,56505,40
46644,Male,42,171227,14
26433,Male,31,77934,47
26229,Male,36,210754,94
8255,Male,18,174825,34
4388,Female,53,78000,51
17278,Female,52,83796,59
33129,Male,22,55594,40
38822,Female,18,282412,89
49426,Female,25,80622,56
11211,Female,28,28885,75
37579,Male,36,45005,97
10202,Female,58,27102,90
45617,Male,28,63424,56
42359,Male,18,142949,20
37046,Female,33,123548,11
45323,Female,45,47353,7
47419,Female,21,65866,47
16658,Male,21,42386,39
41444,Male,36,88390,42
16123,Male,49,32401,73
49278,Male,38,37807,21
7004,Female,49,85793,58
7443,Male,24,91295,41
1382,Male,37,142387,97
43129,Female,36,31717,69
14517,Male,32,174745,21
1597,Male,31,68171,52
19196,Male,40,58615,59
27762,Female,50,60528,45
24699,Female,49,143757,20
32929,Male,33,20322,61
44839,Female,44,87652,48
8818,Female,26,105316,13
42344,Male,33,174733,19
15525,Female,22,30522,18
15764,Male,29,98929,74
35171,Female,43,126832,9
42839,Male,21,23355,68
15620,Male,35,113215,14
26500,Female,54,250686,86
43070,Female,31,78405,41
20342,Male,18,19587,9
28962,Female,47,146732,21
36862,Male,31,111139,5
44211,Female,35,81857,57
48433,Female,27,43652,61
5723,Female,22,33596,93
4078,Female,20,68513,40
19825,Male,26,74854,51
3866,Male,34,48460,54
49326,Male,22,45924,33
25918,Male,40,167043,86
10269,Male,47,24964,68
18930,Female,50,67091,59
37585,Female,24,85039,53
45410,Female,63,173456,76
42412,Female,44,53408,48
33693,Male,39,110883,10
15937,Male,49,55444,98
45589,Female,35,53687,59
16983,Male,49,61714,44
22690,Female,23,70086,58
6238,Female,35,167793,20
5320,Male,50,57244,58
41088,Male,18,81054,43
15195,Female,22,133195,17
40643,Male,36,37306,69
1905,Female,32,31615,73
47321,Male,56,56779,45
37750,Female,18,85755,56
39691,Female,33,161036,28
12184,Female,50,94326,21
39447,Female,21,69859,40
32311,Female,20,173787,71
43093,Female,53,20707,60
1393,Male,39,44155,39
21506,Male,30,181146,29
45361,Male,36,152295,90
41182,Female,29,178534,22
5665,Male,18,132605,14
44452,Female,38,41380,33
26525,Male,27,140572,21
1112,Female,28,63658,53
10466,Female,51,47914,12
46122,Female,45,63704,58
44954,Male,36,33699,38
29876,Female,19,59482,42
20374,Female,24,18460,27
14454,Male,18,24085,21
12229,Male,41,177775,17
14571,Male,18,29463,96
36066,Male,33,250069,72
9162,Female,35,87677,55
43249,Female,23,23801,33
9270,Female,58,72735,47
30097,Male,33,118684,70
5210,Female,18,32960,21
5781,Female,52,156888,95
25120,Female,43,52519,50
17320,Male,37,61106,51
15731,Male,31,122158,17
45498,Male,23,127609,7
22562,Male,43,136206,13
13482,Male,35,70970,40
11612,Female,52,44383,35
46552,Male,21,45100,96
14304,Male,29,148257,97
13416,Female,41,74594,52
2814,Male,50,73643,44
17112,Male,65,56979,66
12971,Male,36,75556,48
39689,Male,28,26911,66
7755,Female,32,44479,31
17510,Male,42,112318,24
33177,Male,51,69965,41
47111,Male,51,51692,67
7069,Male,29,56520,50
25858,Male,58,130663,26
1344,Female,46,64370,47
41499,Female,36,113063,21
1590,Male,43,87539,56
45181,Male,18,80227,47
33908,Male,29,40909,27
39608,Male,34,45027,43
6107,Male,32,15000,76
42379,Female,36,17509,74
27937,Female,32,30792,93
33754,Female,46,115719,12
4380,Female,54,166127,8
23039,Female,31,30216,62
7847,Female,43,111368,20
32514,Female,45,23126,24
32859,Male,44,35335,19
16902,Female,66,44827,61
27118,Male,19,84717,42
36637,Male,34,40189,95
37816,Female,26,28344,27
31824,Female,60,90882,97
47828,Male,26,102572,6
33016,Female,44,42691,70
37523,Male,41,35969,62
25545,Female,34,62239,54
44795,Male,20,77846,48
47713,Female,19,80309,57
15383,Female,34,157455,24
9325,Female,43,34562,39
3954,Female,43,104950,21
35262,Female,32,293298,97
27504,Male,27,63989,54
8601,Female,38,144438,92
30258,Female,31,37876,78
40039,Female,41,77842,54
29290,Male,18,105411,72
37642,Female,32,294490,72
31286,Male,39,58236,54
42030,Male,42,82239,40
19534,Male,41,28047,98
6955,Female,33,297598,71
19270,Male,34,24032,33
32097,Male,41,153122,30
17252,Male,18,160368,14
6536,Female,36,68072,56
33828,Male,38,41044,71
31078,Male,20,58649,57
32512,Female,55,40782,15
31449,Female,38,24631,24
911,Female,41,38931,24
3215,Female,60,32406,9
5051,Male,32,84648,55
35926,Female,30,28196,26
35038,Female,43,168984,6
3104,Male,58,146550,77
21923,Female,35,21066,97
3778,Female,41,61381,52
26857,Female,42,80042,47
45600,Male,22,53882,71
48408,Male,43,80876,40
25413,Male,40,38454,93
5773,Female,40,69753,40
13278,Male,25,39543,93
4314,Male,26,47480,67
5513,Male,40,183898,90
23458,Female,37,75800,46
8180,Female,34,42482,22
36207,Female,42,292285,86
46831,Female,58,274413,79
26674,Male,42,32609,26
46049,Male,33,214487,70
29928,Male,18,83985,45
14234,Female,20,30993,85
16664,Female,52,40031,86
4043,Female,47,76642,43
6424,Female,30,48442,85
23414,Male,41,72838,48
28400,Male,46,70910,44
8535,Male,39,70417,43
13394,Female,18,126592,84
40988,Male,22,19004,23
16680,Male,34,26716,97
11635,Male,18,84518,58
34455,Female,26,33971,25
5648,Male,61,163074,15
17959,Male,21,29979,60
36993,Male,42,47254,71
11270,Female,27,36688,6
1029,Female,45,120299,19
30329,Male,28,116232,9
44166,Female,33,75875,58
15505,Female,18,50283,51
3501,Female,43,65898,47
26732,Male,40,95547,8
10612,Male,31,102410,78
9063,Male,45,43404,95
45157,Female,18,132665,71
43873,Female,23,139356,26
20389,Male,41,140963,22
23911,Male,32,72960,59
23276,Male,40,40679,68
33225,Female,46,147594,28
11841,Female,23,75656,52
46017,Male,53,65560,51
20033,Male,41,78209,53
44919,Female,26,43240,63
30374,Female,42,31632,38
35935,Male,27,59196,56
23560,Female,18,73729,45
37408,Female,34,116450,84
42455,Male,41,73810,49
9830,Male,25,112249,8
38958,Male,22,203321,97
46584,Male,25,49173,43
37563,Female,18,273038,83
46592,Female,29,270760,77
31006,Female,42,79662,44
20742,Female,38,63692,51
5520,Male,29,98162,29
17574,Male,30,172620,30
42239,Male,75,87346,56
26582,Female,35,162214,16
22775,Male,19,74628,50
41543,Male,22,83280,45
13127,Female,52,58644,51
24997,Male,21,29673,35
44408,Male,31,15000,97
26389,Male,52,83511,50
33279,Female,26,24895,76
32344,Male,54,134796,33
35430,Male,27,23492,11
8090,Male,23,86474,58
18634,Female,54,144785,29
18019,Female,29,40826,46
34941,Female,55,62043,58
49159,Female,30,70048,58
30902,Male,26,59915,50
43795,Male,22,59061,42
45110,Female,53,31721,94
31910,Female,34,64179,55
31962,Female,42,166960,75
24438,Male,54,60536,55
11041,Female,36,48693,93
30769,Female,27,84688,59
41816,Male,18,158053,72
34135,Female,44,64327,41
18961,Female,41,65542,40
14618,Female,32,95701,45
46492,Female,29,276589,87
31716,Female,20,85966,57
46818,Female,34,57674,42
13175,Female,30,46036,63
42205,Male,45,200066,87
22278,Male,20,167581,96
8825,Female,27,63680,59
158,Male,34,250603,83
30594,Male,29,53072,72
24320,Male,25,226860,95
48774,Male,20,23655,92
12091,Female,27,261661,80
22233,Male,46,84724,48
42102,Female,41,270460,86
43459,Male,61,67646,50
13028,Female,51,87069,40
42096,Female,35,15000,5
46008,Female,30,93228,50
28253,Male,29,76312,56
4177,Female,23,48787,41
31184,Male,38,31408,72
40138,Male,43,135570,27
32986,Male,23,166511,21
26792,Female,19,51467,51
119,Male,58,87497,46
26199,Female,46,20107,69
8566,Male,46,48704,15
38031,Male,25,218833,72
5049,Male,33,60063,50
46355,Female,39,88027,43
41653,Male,25,108091,8
21191,Female,58,75760,40
39655,Female,27,42348,86
4816,Male,21,69310,58
3304,Female,19,99168,17
35077,Female,48,82696,40
45218,Male,21,97261,24
19620,Female,52,271772,71
6743,Male,28,119004,12
22396,Female,33,150033,31
3050,Male,36,18585,78
26468,Female,51,32138,20
49593,Female,38,83608,41
30855,Male,29,43461,31
39745,Female,24,231728,86
43034,Male,30,71651,43
10376,Female,36,48589,52
5175,Male,30,167744,10
42613,Female,23,35808,35
2904,Male,45,37976,79
20024,Female,31,139718,7
28819,Male,27,23975,22
21446,Male,23,51313,44
33027,Female,32,42810,66
28037,Male,40,228667,87
13813,Female,19,53998,49
45798,Male,31,78584,57
30438,Male,52,51301,46
42139,Female,39,39178,94
42661,Female,55,41681,5
45494,Female,34,176893,9
8400,Female,39,61722,57
30128,Male,40,92486,27
17382,Male,30,90725,59
4613,Female,41,30993,23
38612,Female,42,68827,51
26694,Male,39,25622,90
40148,Male,38,78903,59
12279,Male,18,77819,54
25394,Female,38,24939,71
16975,Female,21,83950,52
32840,Female,41,95324,12
15262,Female,37,34594,91
45126,Female,32,139109,21
20915,Female,50,85795,50
30810,Male,20,54457,42
8478,Male,33,171465,28
22736,Female,19,154906,24
16096,Female,33,205474,78
19929,Male,57,79998,46
20145,Male,45,63188,56
7965,Female,29,95892,93
20992,Male,41,33253,75
23777,Male,24,44451,42
18239,Male,25,41908,63
39805,Male,43,134623,22
18695,Female,35,53015,57
33642,Male,48,161719,29
24087,Female,18,44571,74
26008,Male,33,91547,45
4996,Female,35,71720,54
43684,Male,20,103866,27
8073,Female,42,173521,6
23304,Female,18,72197,58
22515,Male,59,35438,21
473,Female,30,74496,53
18835,Male,22,43848,11
11413,Male,18,270405,93
17879,Male,27,146429,11
33895,Male,49,48853,55
36860,Female,51,190650,88
6594,Female,38,22108,89
3207,Female,24,72181,55
42273,Female,23,38866,24
43143,Female,30,51974,38
8718,Male,19,73943,59
10148,Male,39,139573,26
18063,Male,33,149047,77
7737,Male,43,77902,55
23915,Male,18,76494,43
26899,Female,41,65800,52
11704,Female,42,87820,54
31122,Male,24,176283,11
29891,Male,35,71650,47
43627,Female,44,248530,77
18021,Male,40,160830,8
39454,Female,18,25813,78
10542,Male,18,75921,40
35753,Male,38,29007,32
26666,Male,34,29677,63
48729,Male,58,16973,14
34359,Male,28,29411,89
49034,Female,62,238365,88
47693,Female,30,29845,87
30958,Female,34,46926,38
16133,Female,45,233279,86
25452,Female,21,60888,56
12688,Female,19,176463,88
799,Female,44,51243,57
11706,Male,46,60246,41
45579,Female,23,75631,41
30687,Female,42,239796,73
26288,Female,39,78890,52
35638,Female,38,48910,54
2261,Female,35,75811,47
40706,Female,43,42889,34
32575,Male,49,83316,76
27729,Female,18,63718,49
28459,Male,55,169995,94
36839,Male,35,130797,14
39118,Male,34,94425,45
39524,Female,35,64206,48
17731,Male,45,62163,54
44937,Male,22,19114,63
34001,Female,30,73217,53
44110,Male,19,21522,34
40446,Male,28,46976,45
1010,Male,19,159568,78
9913,Male,48,73752,55
14335,Male,36,61358,40
19345,Female,40,54542,9
27356,Male,39,243978,70
36462,Male,30,128413,15
33429,Female,23,82281,11
2204,Female,24,141569,80
46394,Male,36,99120,18
45163,Female,34,15898,64
30217,Male,29,142441,18
43754,Female,45,70250,50
38002,Female,25,66881,55
16152,Male,43,53614,66
33994,Male,31,27466,15
8028,Female,33,117732,94
40208,Female,24,50332,97
22013,Female,28,76087,49
35765,Female,47,94383,40
20780,Female,30,91899,24
11963,Female,36,97660,16
19053,Male,40,55270,40
23009,Male,18,26164,66
28112,Male,24,132173,16
35497,Male,28,182783,80
34549,Female,28,33168,79
8877,Female,42,23520,95
40375,Male,31,62956,48
32184,Male,40,21203,15
44116,Male,43,247474,75
15171,Female,24,78399,41
39703,Female,20,40114,92
49846,Male,27,63540,57
190,Male,43,262579,80
5971,Female,37,178396,32
37725,Male,53,118177,72
38182,Female,21,252443,94
18923,Female,18,49848,54
8018,Male,26,71510,55
18141,Male,44,65430,54
45298,Female,62,163426,77
46519,Male,18,60994,49
20614,Female,40,186195,32
21706,Female,42,44858,22
23439,Male,30,28330,8
27476,Female,40,94430,45
7911,Male,24,55843,56
35880,Female,35,267289,83
45244,Female,31,34184,75
31667,Male,22,48194,75
46391,Male,18,39057,33
11428,Male,41,153046,21
19801,Male,24,86013,45
41144,Female,40,18427,37
45734,Female,18,103117,41
24083,Female,31,94601,49
9180,Male,27,21427,16
28290,Male,45,45445,25
29413,Male,35,141558,22
30316,Female,36,21006,97
8659,Female,30,91812,57
11708,Female,53,96635,76
30688,Male,44,127145,75
2152,Female,33,168994,26
24304,Female,37,55503,47
25689,Male,24,191546,83
27630,Female,23,194435,72
38912,Female,40,24078,73
26920,Male,28,147703,28
6680,Male,25,67294,58
37290,Male,34,68306,48
2433,Male,34,27918,64
17159,Male,42,267522,72
20616,Female,65,21225,88
27900,Male,27,32050,68
43982,Male,23,77875,58
9773,Female,31,37290,11
17685,Male,34,42271,69
5130,Male,28,19621,80
20643,Female,18,15000,20
46975,Male,34,68627,46
8258,Female,60,192445,78
2386,Male,42,75334,54
30775,Male,18,285793,84
20606,Male,34,58691,40
20662,Male,18,59731,50
27084,Male,23,53936,54
1717,Male,50,20240,36
47610,Male,18,67189,41
3916,Male,45,146891,26
24810,Female,36,47631,48
10900,Male,27,40429,91
17666,Male,26,154238,80
42067,Female,44,50006,36
35980,Female,35,131315,25
28659,Female,18,49344,16
14659,Male,49,67418,49
37124,Female,36,179705,14
20285,Female,30,66568,41
49348,Female,18,114589,10
37389,Male,47,227935,80
24437,Female,33,213386,79
21206,Female,18,43641,39
24920,Female,48,65159,50
10771,Male,36,88789,56
37241,Female,24,21636,79
24290,Female,43,139369,90
35760,Male,47,142025,84
19611,Male,56,89685,48
18086,Male,41,62923,59
32721,Female,49,56034,40
32562,Female,18,37936,31
8479,Female,45,137104,34
17702,Female,42,255880,88
42760,Male,46,86168,75
25289,Female,18,70480,57
42791,Male,18,38154,87
13325,Male,46,25919,87
27338,Female,63,51391,54
7967,Male,58,66092,41
22980,Male,30,69186,47
17236,Female,41,182168,26
12278,Female,19,117649,84
40096,Female,25,173071,31
12646,Male,49,38699,97
29782,Male,31,25644,25
36842,Male,31,92293,50
41514,Female,42,88241,41
20847,Male,38,67920,54
32600,Female,34,152729,25
455,Female,21,189806,84
9281,Male,27,122510,21
27871,Female,36,200803,97
3030,Female,43,46061,58
28270,Female,18,67653,53
47133,Male,39,83720,43
42509,Male,23,73720,47
35454,Male,33,66201,52
48126,Female,54,24687,84
19847,Female,29,45309,37
38250,Female,49,151080,87
26634,Female,55,58795,43
41794,Male,23,59304,55
1341,Female,46,89751,51
18014,Female,34,20682,84
21152,Female,38,42796,20
16879,Female,29,62417,44
17266,Male,29,80598,40
27252,Male,25,189078,83
16807,Male,37,39913,17
4559,Male,28,40632,92
2037,Male,46,48060,45
28896,Male,50,168073,76
32380,Male,47,114335,94
43778,Female,54,136352,6
22814,Female,41,102130,97
33405,Female,38,70185,45
20143,Female,46,139740,74
1415,Male,49,119548,8
13787,Female,34,81181,54
43060,Male,44,60883,57
25846,Female,41,82753,51
37856,Male,46,84259,56
44263,Male,26,31245,65
24710,Female,38,33694,29
19918,Female,26,53469,44
47396,Female,18,142187,7
7212,Male,37,63958,52
34048,Male,35,23308,12
28382,Female,31,48954,56
10524,Male,23,155271,85
5381,Female,40,74474,50
42937,Male,69,69827,50
26655,Female,30,52889,46
14787,Female,45,71517,50
37538,Female,21,36107,92
27164,Male,33,115862,7
24583,Male,40,46055,20
40570,Female,51,58218,50
3653,Male,28,37986,37
39719,Male,27,82749,58
21272,Female,22,75641,43
33802,Female,26,62281,42
45037,Female,40,39467,23
5851,Female,32,35835,62
22890,Male,42,121452,32
25509,Female,34,140039,80
15978,Male,57,255589,77
29183,Female,32,33352,72
21159,Male,42,109609,13
13495,Male,29,49472,82
36527,Female,37,83608,52
46772,Male,32,40254,29
41593,Male,34,91716,42
31562,Male,18,74426,42
45466,Male,40,160072,12
39903,Female,30,21623,23
40311,Female,39,146625,18
7121,Female,24,127216,16
41523,Male,60,61422,53
36751,Female,58,54209,43
31950,Male,35,75082,40
5768,Female,32,151144,10
25901,Male,41,63570,48
43335,Male,22,98046,28
44092,Male,41,66378,54
20152,Female,27,31196,80
33347,Female,22,15394,62
40797,Male,31,132668,76
8690,Male,45,74634,50
36952,Female,49,59789,40
46194,Male,20,165872,19
5262,Female,26,53680,44
15117,Male,22,55380,54
31723,Male,33,86981,51
2648,Female,18,35671,5
4437,Female,53,176955,22
39202,Female,23,147993,19
31034,Male,46,171370,18
5859,Female,37,142024,5
21554,Female,39,142471,12
29300,Female,45,28010,92
5651,Male,20,183727,94
29703,Female,49,133521,9
22020,Female,18,81359,49
5180,Male,34,46947,49
12888,Male,18,101097,17
24123,Female,18,76951,50
28755,Female,43,225646,96
20095,Female,26,83194,48
3532,Male,27,75113,40
32693,Male,41,40683,12
7135,Female,40,170590,75
45690,Female,18,87286,49
2330,Male,46,75567,42
24790,Male,48,17902,67
38845,Female,25,104791,24
21399,Female,18,64365,52
16931,Male,28,20446,70
11623,Male,28,44397,16
41989,Male,26,78819,56
21625,Female,27,118100,30
22852,Male,58,42842,36
21110,Male,45,24852,25
43506,Female,24,115702,10
34765,Male,23,37422,76
22869,Female,48,102112,8
32258,Male,70,56530,48
31140,Male,36,233928,85
20872,Male,22,84317,8
22532,Male,33,51019,48
30183,Female,35,50308,85
36444,Male,57,64427,43
18604,Female,24,24036,5
25510,Male,18,51920,67
30118,Male,38,91459,48
12158,Male,30,70399,51
20920,Female,34,287249,98
31341,Female,52,66963,44
7674,Male,18,51068,58
21647,Male,41,50775,43
15424,Female,22,89346,49
31701,Male,35,87401,47
10486,Female,67,114417,30
15896,Male,48,289771,98
5405,Female,38,94210,11
23728,Female,20,83955,48
15431,Female,31,44022,58
44284,Male,40,210164,89
11468,Male,53,30944,69
26640,Male,28,18658,75
2304,Female,48,56860,54
30080,Female,27,65741,47
9187,Male,37,89407,59
4273,Male,28,76066,43
14492,Male,39,174206,33
45415,Male,42,80226,12
9888,Male,44,35883,66
17386,Male,25,57319,41
820,Female,31,67352,48
20021,Female,41,112484,13
32071,Female,29,58131,50
26902,Female,25,33088,63
13878,Male,18,116524,14
48750,Female,34,33416,79
47030,Female,35,138853,23
34128,Male,24,293953,77
36670,Female,25,26319,27
25822,Male,39,97206,5
12851,Male,26,77046,51
2075,Female,30,109248,30
37174,Male,28,42196,24
298,Female,30,38336,13
49406,Male,20,50477,53
22260,Female,36,89867,11
42212,Female,28,42404,68
35893,Female,37,41721,48
7889,Female,52,99782,21
14559,Female,28,26877,8
13432,Male,24,76388,42
46884,Female,37,85321,48
32416,Female,20,33572,81
30966,Female,26,89174,22
44019,Female,37,127938,29
5522,Male,18,94630,32
15366,Female,38,91952,27
1124,Female,36,51659,48
31270,Female,64,43489,39
22644,Female,57,43550,52
38491,Male,21,209770,71
15841,Female,64,68623,43
43811,Male,18,84030,48
41857,Male,42,33831,20
17773,Male,38,144684,32
15257,Male,44,67552,46
11617,Male,46,81447,41
21269,Male,38,217502,96
45014,Female,36,57715,44
22581,Male,41,132507,19
40907,Male,27,36242,75
1443,Male,34,86851,58
35136,Female,37,28003,19
4482,Male,38,54157,52
34774,Male,18,49530,81
44756,Female,39,254980,95
48709,Male,70,162425,29
21650,Male,24,81060,57
17215,Female,61,73062,46
15091,Male,33,155517,20
6287,Female,18,38947,29
32177,Female,38,86084,49
20301,Male,36,150168,33
10267,Female,25,26392,8
48627,Male,30,205658,70
8607,Female,30,71415,52
10386,Female,50,36051,77
24025,Female,30,186630,82
15624,Female,31,154426,29
19895,Male,32,32998,74
5910,Female,38,57703,52
23457,Male,51,46345,74
32851,Female,26,58491,42
33552,Female,42,47939,44
20865,Female,32,90193,52
4970,Male,33,36096,36
36844,Female,44,37182,8
48840,Female,35,124216,28
29499,Male,49,15647,87
1517,Female,45,38135,92
12013,Male,34,119345,5
13267,Male,26,55457,48
15711,Male,42,29180,79
4143,Male,37,93366,59
47163,Male,27,78877,49
3102,Female,56,103323,76
44591,Female,25,88505,49
16676,Female,56,100077,81
5225,Female,42,74833,56
43938,Male,44,107620,13
49362,Male,25,173892,85
635,Male,34,43440,54
34527,Female,18,25519,72
31277,Male,38,89796,46
45024,Male,32,176054,70
38258,Male,36,66368,43
18715,Male,46,51417,73
15430,Female,18,116183,92
40763,Male,33,72213,46
20054,Female,19,72618,42
25301,Male,35,105424,95
26900,Male,18,42094,33
13910,Male,25,65869,49
36179,Male,66,47507,50
28174,Female,42,60047,54
44269,Female,18,35462,74
11896,Male,38,24114,9
22596,Female,29,81109,47
29846,Female,34,110672,5
18731,Female,51,73778,45
35072,Male,29,79097,48
28241,Female,29,71330,45
23268,Male,41,35415,94
2257,Female,35,76560,46
24256,Female,29,139520,32
37779,Male,50,97776,16
18327,Male,45,22481,13
41966,Female,47,127500,18
26925,Female,35,78884,49
17851,Female,37,79938,41
22891,Male,20,61117,45
27779,Male,23,104488,93
1820,Female,34,23823,24
17854,Male,39,15000,27
42669,Male,18,74306,58
341,Female,19,23262,87
45890,Male,24,47851,47
48197,Female,27,193495,73
42698,Male,36,27481,21
13525,Male,53,37683,85
37259,Female,23,62352,59
16275,Female,42,80540,49
8390,Female,40,97362,73
13755,Male,45,36562,28
948,Male,46,204202,94
37172,Male,27,279911,98
3762,Male,33,61235,49
25529,Male,36,34111,27
26979,Female,48,222961,96
49835,Male,30,153502,92
6408,Female,18,299483,80
11674,Male,45,128424,15
1918,Male,57,75040,52
23174,Male,34,272217,75
13880,Female,39,52791,63
286,Female,22,67485,46
40073,Male,21,62351,51
3178,Female,34,37643,18
25699,Male,49,169517,22
38998,Male,18,37085,71
31903,Female,41,78113,58
44422,Male,49,43692,77
33842,Female,39,116313,84
27970,Female,37,145819,16
20952,Male,18,40169,35
36792,Male,44,72676,58
48012,Female,30,144299,88
29522,Female,18,64981,44
15194,Male,40,25276,72
22858,Female,52,174195,16
46723,Female,30,92247,16
36891,Female,45,48299,12
4413,Female,37,159868,33
21890,Male,27,72054,50
46268,Male,35,142923,29
21665,Female,26,86774,59
42175,Female,45,35421,22
43881,Female,46,174467,32
14309,Male,61,76672,56
30904,Male,38,52887,17
8925,Male,18,95415,47
27585,Male,43,137982,10
29321,Male,55,72275,56
25921,Male,47,87529,57
31806,Male,50,160929,9
1254,Male,38,46496,35
30398,Female,65,38631,66
46834,Female,45,36713,25
19276,Male,18,180068,6
47576,Female,44,78652,57
8814,Female,40,67931,46
33420,Male,33,78115,55
39667,Male,20,76682,55
24331,Female,51,82007,44
40522,Male,18,247436,92
5547,Male,33,131583,18
546,Male,58,61795,55
31545,Female,18,45940,38
39257,Male,26,42957,37
44107,Female,44,30213,31
3060,Male,59,42173,83
40327,Female,18,59557,57
29481,Female,18,202410,84
21539,Female,21,70253,55
45086,Male,46,31879,21
34009,Female,44,53563,53
29355,Male,43,143153,33
4638,Female,33,22993,64
13117,Female,48,51220,58
40357,Female,25,233833,85
47447,Female,30,158101,76
19145,Male,39,26829,22
10942,Male,54,35550,14
25880,Male,21,16524,78
18465,Male,35,204496,75
40182,Male,18,58559,49
6414,Male,49,136760,83
5906,Female,45,75968,45
96,Male,18,196079,72
42680,Male,43,33494,85
42439,Female,18,24730,38
14019,Male,37,179681,82
7880,Female,53,70670,47
4033,Female,50,47209,96
27936,Male,27,46487,97
8015,Male,44,73488,46
29394,Male,35,65133,48
31225,Male,45,119182,32
45915,Female,34,47308,81
28263,Female,20,212849,80
41379,Male,21,106314,30
36791,Female,49,33758,37
2846,Male,47,34239,17
33928,Male,33,70038,57
25445,Male,48,287193,73
1241,Female,18,37805,25
6510,Female,37,177897,14
3345,Male,51,72256,56
14155,Male,28,135150,15
28042,Male,34,36080,5
7741,Female,22,151691,98
38768,Male,26,102090,7
36504,Female,33,53095,53
22915,Male,18,32972,30
27330,Male,18,40171,94
34793,Male,18,41466,93
9566,Female,41,52343,49
42152,Female,37,72201,49
29416,Female,44,225868,82
9980,Male,34,63042,54
25755,Male,34,34061,38
33200,Female,32,74940,58
46353,Female,26,18595,21
47329,Male,30,55540,45
43852,Female,18,65627,44
43097,Male,30,87954,43
11898,Female,18,83438,88
18181,Male,26,33364,78
41522,Male,55,37459,64
29899,Female,36,80169,51
46959,Male,40,28071,18
32708,Male,51,46444,60
37242,Male,20,29793,30
14138,Male,32,68971,51
41339,Male,49,64891,56
11082,Female,28,62417,47
36426,Male,20,94350,34
6620,Male,20,153575,81
30819,Female,30,30245,30
15934,Male,25,149899,21
17533,Female,30,80043,49
46802,Male,39,107124,6
48952,Male,41,54108,56
37887,Male,48,66225,52
13766,Male,24,140570,33
12506,Female,49,245585,73
8630,Male,32,81231,48
34712,Male,49,38062,14
3879,Male,25,69510,58
26863,Female,31,68873,51
21081,Male,54,28243,76
35562,Female,18,65496,40
19424,Female,35,45602,82
14863,Female,26,21804,12
34457,Female,55,210869,80
40230,Male,45,64878,43
36033,Male,18,30351,86
867,Female,32,87915,43
33266,Male,40,241957,80
5861,Female,27,188925,71
30644,Male,36,23280,91
28770,Male,20,27543,76
12238,Male,36,179361,93
33021,Female,18,25815,61
16507,Male,34,25526,5
1857,Female,42,176831,31
27126,Female,18,39644,77
15321,Female,38,47116,75
49378,Female,32,53743,52
16251,Male,45,15000,84
27657,Male,20,56403,42
1372,Female,26,30866,79
5294,Female,49,77148,47
13952,Female,50,291783,85
21226,Female,36,79509,53
33135,Male,25,34799,84
14707,Male,39,137230,83
24253,Male,43,52157,28
18317,Female,24,61103,47
901,Female,28,29744,83
31752,Male,32,54116,58
26154,Male,45,90196,14
14766,Female,34,213066,83
8124,Female,53,124162,16
909,Female,18,55929,5
11578,Female,31,117827,77
